pvs,r_frames_4k,r_frames_1080,mean_v0_4k,mean_v1_4k,range_v0_4k,range_v1_4k,res_label,codec,crf,src
TunnelFlag_1920x1080_5994_10bit_420__960x540__hevc__crf43,0.13272335598604024,0.43444313333605933,74.46448796153847,25.220544330769233,34.961438,13.009319000000001,540p,hevc,43,TunnelFlag_1920x1080_5994_10bit_420
TunnelFlag_1920x1080_5994_10bit_420__960x540__vp9__crf20,,-0.04022235452234647,99.94977328461538,100.0,6.529472999999996,0.0,540p,vp9,20,TunnelFlag_1920x1080_5994_10bit_420
TunnelFlag_1920x1080_5994_10bit_420__960x540__vp9__crf30,-0.10984940821697683,-0.15502433974452834,99.94584119230768,97.96021987692306,7.040644999999998,5.685214000000002,540p,vp9,30,TunnelFlag_1920x1080_5994_10bit_420
TunnelFlag_1920x1080_5994_10bit_420__960x540__vp9__crf40,-0.3088105436027759,0.16025592202728253,99.93335801538463,86.43971587692307,8.663458000000006,20.156779,540p,vp9,40,TunnelFlag_1920x1080_5994_10bit_420
TunnelFlag_1920x1080_5994_10bit_420__960x540__vp9__crf50,-0.2775818004938791,0.5859731781499903,99.81068600769231,66.85173818461539,13.035691999999997,32.92045399999999,540p,vp9,50,TunnelFlag_1920x1080_5994_10bit_420
TunnelFlag_1920x1080_5994_10bit_420__960x540__vp9__crf60,0.3977234599639472,0.8367777410006573,92.88070446923076,50.08442756153846,22.149029,27.417951000000002,540p,vp9,60,TunnelFlag_1920x1080_5994_10bit_420
Vertical_Carnaby_1080x1920_5994__1080x1920__av1__crf20,0.6401319567430307,0.5507486376244409,99.7766900846154,96.12159880769231,2.5281630000000064,11.011326999999994,1080p,av1,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__av1__crf30,0.8653960046465283,0.8164957319372012,98.45804569230769,93.10616991538463,5.043011000000007,15.464830000000006,1080p,av1,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__av1__crf40,0.8635042097853345,0.8613073262079476,93.77759826153846,86.83892173846154,11.985483000000002,20.604394999999997,1080p,av1,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__av1__crf50,0.8640718271773565,0.8445819806463946,86.5420665,78.52506753076923,18.351777999999996,23.873897999999997,1080p,av1,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__av1__crf60,0.8703760490121774,0.8341121816465523,73.73712831538462,62.3726471076923,25.151654000000008,29.687742,1080p,av1,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf18,0.7772248824714932,0.7263038814330028,98.93111502307693,94.84214252307692,3.620611999999994,12.408563000000001,1080p,h264,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf23,0.8198846428089259,0.8242430815359407,95.18215978461538,89.43439259230769,9.707346999999999,16.545326000000003,1080p,h264,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf28,0.7919844671420375,0.7722608096554947,87.66995463076923,81.35753609999999,16.639138000000003,18.758945999999995,1080p,h264,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf33,0.8123506243368236,0.7572880010107199,76.77301220769232,69.68353109230769,20.505252000000013,20.847961000000005,1080p,h264,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf38,0.8914300829400186,0.8300124815655882,63.3795582,53.08826064615384,27.785449,30.999929,1080p,h264,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__h264__crf43,0.9602791042952897,0.9373139845188201,49.61328654615385,32.22451641538461,31.618329000000003,36.487913999999996,1080p,h264,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf18,0.8282852364267811,0.7967530611997125,98.49101588461538,93.77214524615385,4.103240999999997,14.111399000000006,1080p,hevc,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf23,0.804890090494065,0.8132079516451317,94.92163847692306,88.77006689230768,8.95666,17.889900999999995,1080p,hevc,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf28,0.7784597480593791,0.76242909708229,88.48752414615385,81.47750199230768,14.287661999999997,20.389638000000005,1080p,hevc,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf33,0.7803067312847187,0.7244442132515247,79.28617205384616,70.89631929230768,17.255454,21.57795999999999,1080p,hevc,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf38,0.8478486517910532,0.7859031567517706,67.34264830000001,55.33661165384615,20.295457,26.720028,1080p,hevc,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__hevc__crf43,0.8931341600315934,0.8718797712699021,54.68790854615385,35.44045982307693,27.100322,30.934775,1080p,hevc,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__vp9__crf20,0.5794554216700606,0.47224807088300585,99.92945743076922,96.83663611538462,1.3063470000000024,10.403958000000003,1080p,vp9,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__vp9__crf30,0.8084654916226243,0.7648248653749078,99.06159779230768,94.53541701538462,4.085087999999999,14.207014999999998,1080p,vp9,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__vp9__crf40,0.8345435518755339,0.8363999043945024,95.2701850076923,88.94904951538462,10.223746000000006,21.246796000000003,1080p,vp9,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__vp9__crf50,0.8409309099677558,0.8235969724877282,87.10966605384615,78.82823323846154,19.260189999999994,28.707655000000003,1080p,vp9,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__1080x1920__vp9__crf60,0.8594099364178663,0.8321461663449383,74.13498811538462,60.91729782307693,29.536866999999994,43.867478999999996,1080p,vp9,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__av1__crf20,0.9080022978957016,0.9087426579091907,88.59252141538461,83.81066155384615,15.373376000000007,17.248874,360p,av1,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__av1__crf30,0.9133596192019574,0.900608876122304,83.10725301538461,76.63898419230769,18.53589000000001,20.038426,360p,av1,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__av1__crf40,0.9216195731579392,0.8979857509377648,74.02806935384616,65.33419995384617,22.017801,25.611379,360p,av1,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__av1__crf50,0.9379890470702601,0.9135118826359034,62.842001461538466,48.987092007692304,28.35971,36.622415,360p,av1,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__av1__crf60,0.9459327171951185,0.9348517304810543,47.11914542307692,24.384800161538465,29.044476000000003,46.550843,360p,av1,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf18,0.9213145544277065,0.9086365266899378,82.86666746153846,78.09866713076923,18.732810999999998,17.964713000000003,360p,h264,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf23,0.8796597116323461,0.8412437765429994,73.67518587692308,66.20909731538461,20.937213999999997,20.210172999999998,360p,h264,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf28,0.8886734918443148,0.8260483440146102,62.09225920769231,50.16118775384615,23.438069,24.727536999999998,360p,h264,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf33,0.9188078022797632,0.8640790108461456,49.205060176923084,30.578623423076923,26.777072000000004,33.969081,360p,h264,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf38,0.9636304060007235,0.9583135336868929,36.79650773846154,10.95341473846154,26.958478000000003,28.44353,360p,h264,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__h264__crf43,0.6380687508434532,0.9358603920796962,26.570490515384616,0.40448038461538455,27.425701000000004,6.978184,360p,h264,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf18,0.9220469237025356,0.9117697699332168,82.32414786923076,77.99568034615385,18.774946,21.588001000000006,360p,hevc,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf23,0.9073711129417803,0.881267038804883,73.99621491538463,67.95498261538462,20.540157000000008,24.361578999999992,360p,hevc,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf28,0.8967571109605235,0.856245109739748,63.393186023076936,53.809755969230764,23.641259999999996,30.444303999999995,360p,hevc,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf33,0.9364917261481142,0.9043718130780506,51.32057061538462,34.66492813076923,29.029340000000005,40.193986,360p,hevc,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf38,0.9608485511284997,0.9546589442524384,39.36566142307693,14.472119653846155,33.667048,38.548962,360p,hevc,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__hevc__crf43,0.7902376033341579,0.9679611829316396,27.98848946153846,1.8238607615384617,32.171369,13.437317,360p,hevc,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__vp9__crf20,0.927880298274504,0.931468763204816,90.09729373846154,86.22160701538462,17.224490000000003,19.386968999999993,360p,vp9,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__vp9__crf30,0.9238808042479946,0.9144646531544064,84.70477024615384,79.9699519923077,18.823227000000003,24.151111,360p,vp9,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__vp9__crf40,0.9214269426980031,0.893722424995612,74.88845216923077,67.65079903846154,25.900319999999994,32.953404,360p,vp9,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__vp9__crf50,0.9182049126982622,0.8822390549613834,61.270912100000004,47.91906172307692,32.966839,45.084300999999996,360p,vp9,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__360x640__vp9__crf60,0.9428130322122542,0.9298486490576933,46.13407607692307,21.00506883846154,38.31737699999999,61.23673,360p,vp9,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__av1__crf20,0.8655610446289318,0.8621298582952472,96.42421233846154,92.43219953846153,9.175027999999998,15.437545,540p,av1,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__av1__crf30,0.9055846320098813,0.9008336598095621,92.4179266923077,86.83872649230769,13.779270999999994,18.93696,540p,av1,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__av1__crf40,0.9010431379101977,0.8811969724868066,84.70565115384616,77.68963077692308,17.97871599999999,21.275509,540p,av1,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__av1__crf50,0.925627884310036,0.8977311072583879,74.47672642307693,64.49177550769231,24.113985,29.556050999999997,540p,av1,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__av1__crf60,0.9288697556180222,0.9005322329771085,58.712912153846155,41.5676736,29.784305999999994,43.031942,540p,av1,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf18,0.8806653683521961,0.8789668212312326,92.30980143076924,88.21049875384617,12.974710000000002,14.896248999999997,540p,h264,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf23,0.8362240850903989,0.8065343152245626,84.53557322307692,78.6582875,15.911694000000011,15.281890000000004,540p,h264,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf28,0.8439251481606493,0.7796392802568908,73.9102239,65.44033096923077,19.454072999999994,18.804820999999997,540p,h264,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf33,0.9151212339434645,0.8589043206291779,60.6929685,47.96685665384615,23.656388000000007,25.599671999999998,540p,h264,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf38,0.9605548994979622,0.9374749264339404,46.89007312307693,27.43922469230769,28.798491999999996,35.611762999999996,540p,h264,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__h264__crf43,0.9405711130864813,0.9745159414693252,34.71660866923077,7.835408746153846,35.89692599999999,27.692536,540p,h264,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf18,0.8672677310861999,0.8680187525564383,91.74781410769229,87.96828066923077,14.043864,16.943983000000003,540p,hevc,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf23,0.8518942540599634,0.8324174421951124,84.8107509,79.90268566923078,16.04285999999999,20.96413299999999,540p,hevc,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf28,0.8522349993842103,0.811938523665679,75.24288764615385,68.25344623846154,19.25820499999999,25.719691000000005,540p,hevc,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf33,0.8940026499979051,0.8515514605287497,63.259808099999994,52.03667031538462,23.55238899999999,29.71983300000001,540p,hevc,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf38,0.947496226041536,0.9255759025009956,49.7075768,31.08932868461538,29.480809999999998,32.882784,540p,hevc,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__hevc__crf43,0.9494094826408096,0.9723352267742333,37.36257390769231,8.730564438461538,34.932337000000004,27.05943,540p,hevc,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__vp9__crf20,0.8781528600991907,0.864135727175904,97.29030398461539,94.2512809,7.4273060000000015,13.529938000000001,540p,vp9,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__vp9__crf30,0.8987342691632908,0.8958598888338457,93.52146622307691,89.32515863846155,12.579161,19.830484,540p,vp9,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__vp9__crf40,0.8948497762267265,0.8745740084904584,85.4625701923077,79.51844034615385,19.61408399999999,27.423575,540p,vp9,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__vp9__crf50,0.9026047282577034,0.8699738204885564,73.14077906923076,63.2011425,27.742737000000005,36.205491,540p,vp9,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__540x960__vp9__crf60,0.8979177134543477,0.8710951549856938,58.107614892307694,38.9581074923077,33.899286,49.459818999999996,540p,vp9,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__av1__crf20,0.8524281882946876,0.8001131504469735,98.6752527,95.21480432307692,5.293884000000006,12.481258999999994,720p,av1,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__av1__crf30,0.8792681085921646,0.8761563353534003,95.63734186153846,90.82767542307693,9.539274000000006,18.242401,720p,av1,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__av1__crf40,0.8828554441935719,0.8675048722247719,88.88724306923076,82.83807273076924,16.67114699999999,21.452161000000004,720p,av1,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__av1__crf50,0.8957375888515048,0.8637699843694608,79.84896083846154,71.92914952307692,21.540423999999987,26.385110999999995,720p,av1,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__av1__crf60,0.9131073479652092,0.8786406470752023,64.90833287692308,51.292851084615386,29.217321999999996,35.025128,720p,av1,60,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf18,0.868810773241011,0.8658169864115153,96.13829903846154,92.92091567692307,8.180381999999994,13.996291,720p,h264,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf23,0.8205838313662985,0.8052408534106513,89.92372006153846,85.28120209999999,12.711967999999999,16.460026,720p,h264,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf28,0.7969424781709079,0.7435109660380843,80.50546564615384,74.76401676153846,16.141529000000006,19.476461,720p,h264,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf33,0.8723479393664292,0.7974768922534989,67.93677145384615,59.73454989230768,21.726107999999996,22.049103999999993,720p,h264,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf38,0.952556392333297,0.9134466551615719,53.53136646923077,39.9555306,29.553101000000005,35.586760999999996,720p,h264,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__h264__crf43,0.9683938656438619,0.9679072188637374,39.71306686153846,17.760008215384616,34.469106999999994,37.569168,720p,h264,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf18,0.8461900857620495,0.8532831904953379,95.42916186923077,91.81030372307693,8.314227000000002,14.639115000000004,720p,hevc,18,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf23,0.8156087526948135,0.8073342820449477,89.79000418461538,85.22427506923077,12.47935799999999,16.456920999999994,720p,hevc,23,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf28,0.8099904902665384,0.7691902823175067,81.52891912307692,75.75218857692307,15.585525000000004,20.162312,720p,hevc,28,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf33,0.8312535695963055,0.7732317014532699,70.62957374615384,62.44855571538461,20.108401999999998,22.178911,720p,hevc,33,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf38,0.8928256106867711,0.8525013370133132,57.82048970769231,43.41351348461538,25.346486,31.067999999999998,720p,hevc,38,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__hevc__crf43,0.9323996944599112,0.9401641442417659,44.271509976923085,20.7943018,33.997215999999995,39.959698,720p,hevc,43,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__vp9__crf20,0.8169275854990559,0.7651391724212852,99.1308406,96.29576823846155,4.0707689999999985,11.444582999999994,720p,vp9,20,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__vp9__crf30,0.8722111421165839,0.8627278670666341,96.71983456923077,92.64649710000002,8.336416999999997,16.062476000000004,720p,vp9,30,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__vp9__crf40,0.8729596241144771,0.8627490087243677,90.27772480769231,84.76222261538462,16.902694999999994,24.04793099999999,720p,vp9,40,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__vp9__crf50,0.8683980426911829,0.8370019254438807,79.4151793923077,71.39449263076922,24.311616,34.772073999999996,720p,vp9,50,Vertical_Carnaby_1080x1920_5994
Vertical_Carnaby_1080x1920_5994__720x1280__vp9__crf60,0.8667901800590226,0.834148267832675,64.78646735384615,49.328062323076914,32.847623,52.944447,720p,vp9,60,Vertical_Carnaby_1080x1920_5994
Vertical_bees_1080x1920_2997__1080x1920__av1__crf20,0.9268595121051995,0.9017426647996499,99.45363340769231,99.49492346923077,2.583194000000006,2.838599000000002,1080p,av1,20,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__av1__crf30,0.9250335100651064,0.9385252763053962,98.44008826923077,98.3024104923077,4.221802999999994,4.3301660000000055,1080p,av1,30,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__av1__crf40,0.887074896420823,0.9185994905129975,96.61020898461538,96.1956538,6.102322000000001,5.682777999999999,1080p,av1,40,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__av1__crf50,0.8697984193871294,0.9125433688598231,94.43103537692306,93.88468473076922,8.38197799999999,7.108833000000004,1080p,av1,50,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__av1__crf60,0.778353576796183,0.8218633897237929,89.67876684615383,88.42905828461538,10.327324000000004,10.000358000000006,1080p,av1,60,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf18,0.9066542711449126,0.9260309708568532,99.43643196923077,99.65818794615384,2.3088379999999944,2.2132289999999983,1080p,h264,18,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf23,0.9434068110726792,0.9600961691612646,97.92424170000001,98.2922220076923,4.119005000000001,4.623572999999993,1080p,h264,23,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf28,0.9047235620205043,0.9310328802185283,94.48117596153845,94.8388896,6.530033000000003,7.682439000000002,1080p,h264,28,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf33,0.8312286616701103,0.8635586288237237,87.91315506923075,88.57106877692307,6.497080999999994,8.853026999999997,1080p,h264,33,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf38,0.8866712238047973,0.9088544377038218,77.3388930923077,78.12275826153846,7.667649999999995,9.452404999999999,1080p,h264,38,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__h264__crf43,0.938305538474995,0.9322970264346798,63.004224107692316,61.81530133846153,9.132694000000008,11.617888999999998,1080p,h264,43,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf18,0.9270142070157967,0.911466466954272,99.2917356230769,99.51438753076923,2.4737659999999977,3.4116659999999968,1080p,hevc,18,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf23,0.9361367068031009,0.9366928215899439,97.87472266923078,98.18853284615383,4.648133999999999,6.035533999999998,1080p,hevc,23,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf28,0.9144538756111127,0.9259554956194759,95.20065481538462,95.32831367692307,5.3937310000000025,7.159231999999989,1080p,hevc,28,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf33,0.854530619891134,0.8722300778423988,90.21589123846154,90.10269280769232,5.452699999999993,8.318978000000001,1080p,hevc,33,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf38,0.7886587362623346,0.8021754541414364,81.62887816923076,81.07857483076923,4.935012,9.770616000000004,1080p,hevc,38,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__hevc__crf43,0.759884869017078,0.7626959086783646,68.60489046923078,66.6519016923077,7.2210740000000015,12.958786999999994,1080p,hevc,43,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__vp9__crf20,0.8883631766846812,0.905691491615479,99.74675699999999,99.79403883846155,1.873778999999999,2.025484000000006,1080p,vp9,20,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__vp9__crf30,0.9528381747206411,0.9200041285299881,98.53332913846154,98.61918694615385,3.8126709999999946,4.2147310000000004,1080p,vp9,30,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__vp9__crf40,0.9189068995465894,0.9176814309365953,95.18279047692307,94.82296003846155,7.698386999999997,8.149089000000004,1080p,vp9,40,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__vp9__crf50,0.8667112827678214,0.8819503519791463,88.75377727692307,87.93902473846154,11.166317000000006,12.011312000000004,1080p,vp9,50,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__1080x1920__vp9__crf60,0.837789455929291,0.8436374308592832,78.46443783846152,75.7621255923077,14.957836999999998,17.40274199999999,1080p,vp9,60,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__av1__crf20,0.9459069322979563,0.9528033962828726,81.07624859230768,79.52423780769232,7.781700000000001,8.751508999999999,360p,av1,20,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__av1__crf30,0.8823969212066101,0.8914940167453778,78.36160096153846,76.40976641538462,6.26381099999999,8.851220999999995,360p,av1,30,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__av1__crf40,0.8582659624177954,0.8611003732822365,74.41195100769231,71.95705401538463,8.078876999999991,10.36343699999999,360p,av1,40,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__av1__crf50,0.8262902582623417,0.822472207583301,70.61048177692308,67.36530493846155,9.519574000000006,12.062459000000004,360p,av1,50,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__av1__crf60,0.7697694150695101,0.7658747078635239,62.99409830769231,56.855112138461536,13.305901999999996,15.998444,360p,av1,60,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf18,0.9661480300339915,0.9681575686880705,79.34000648461539,77.82692266923077,10.225729999999999,11.152497999999994,360p,h264,18,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf23,0.9006036603858606,0.9057431822802946,75.04222155384615,72.9548323,10.372197999999997,12.80286199999999,360p,h264,23,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf28,0.7943999304498879,0.8074907466880442,67.66063418461539,64.21810289999999,10.250605000000007,13.309343999999996,360p,h264,28,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf33,0.7130672071924182,0.7380050795728543,56.62217786923077,50.13596636923078,8.170650000000002,12.766993999999997,360p,h264,33,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf38,0.7067639171287792,0.7246737050021055,41.65582012307692,29.095846646153845,10.54025,14.151646999999997,360p,h264,38,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__h264__crf43,0.6649451245812249,0.638137046141455,28.133408146153844,6.154273715384616,10.800611,12.582651,360p,h264,43,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__hevc__crf18,0.9493639623042697,0.9582649065358593,79.62499391538462,78.77167039230768,7.551673000000008,9.592588000000006,360p,hevc,18,Vertical_bees_1080x1920_2997
Vertical_bees_1080x1920_2997__360x640__hevc__crf23,0.9440825586084621,0.9476032482168584,75.73412960769232,74.49855163846154,8.488426999999987,9.700597000000002,360p,hevc,23,Vertical_bees_1080x1920_2997
